vehicle_model_id,model_name,vehicle_class,all_reservation_count,valid_reservation_count,canceled_reservation_count,pending_reservation_count,first_pickup_at_utc,last_observed_dropoff_at_utc,valid_rows_with_final_price,valid_booked_final_price_krw_sum_proxy,average_booked_final_price_krw_formula,valid_booked_rental_hours_sum,valid_joined_vehicle_count_reserved_or_assigned,customer_insurance_fee_krw_sum_not_cost,true_utilization_rate,true_utilization_status,join_method,classification
1844,16/18년 올뉴그랜드카니발11인(경유),RV,8293,5392,2708,193,2019-01-01 06:00:00,2025-12-31 14:59:00,5388,844478374,156733.18002969562,332909.22,26,29250870,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1843,16/18년 올뉴카니발9인(경유),RV,26112,17731,7794,587,2018-12-31 23:00:00,2029-04-30 11:00:00,17728,2709650806,152845.82615072202,1104435.33,65,106696090,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2024,16년 싼타페DM5인[경유],CITY,1629,1110,500,19,2019-01-01 03:30:00,2023-12-31 00:00:00,1110,178566367,160870.6009009009,66685.08,4,12005440,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2022,16년 올뉴K5[LPG],CITY,22486,16686,5453,347,2018-12-31 23:00:00,2023-12-31 14:59:00,16686,1402280655,84039.35364976627,1026915.92,83,73475710,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2043,16년 올뉴K7[휘],CITY,2099,1444,628,27,2019-01-01 01:00:00,2023-01-31 00:00:00,1444,189299606,131093.90997229918,82171.83,6,14467900,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2045,17/18 i30[휘],CITY,3315,2249,1011,55,2019-01-01 01:00:00,2022-12-31 00:00:00,2249,163178629,72556.08225878168,132251.42,10,9320810,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2025,17/18 쏘나타뉴라이즈[휘],CITY,6406,4701,1589,116,2018-12-31 23:00:00,2024-01-31 00:00:00,4701,496231763,105558.7668581153,281393.38,15,27912510,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1979,17~19년 그랜져IG[LPG],CITY,5103,3667,1320,116,2019-01-01 02:00:00,2024-12-31 14:59:00,3667,468082974,127647.38860103628,217426.33,10,25141400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1981,17년 올뉴스포티지[경유],CITY,2645,1879,726,40,2019-01-01 01:45:00,2024-12-31 00:00:00,1879,238651854,127010.03406067057,109801.67,7,10081850,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1980,17년 올뉴쏘렌토5인[경유],CITY,3638,2471,1092,75,2018-12-31 23:30:00,2024-12-31 00:00:00,2471,377188629,152646.14690408742,145282.67,6,18647700,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1978,17년 올뉴투싼[경유],CITY,3513,2447,999,67,2018-12-31 23:30:00,2024-12-31 00:00:00,2447,307361688,125607.55537392726,143436.67,9,20302600,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1985,18/19 더뉴K5[휘],CITY,4852,3425,1335,92,2018-12-31 23:00:00,2024-12-31 00:00:00,3425,360271224,105188.67854014598,198800.0,9,14017170,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1983,18/19 쏘나타뉴라이즈[LPG],CITY,12987,9363,3417,207,2018-12-31 23:00:00,2024-12-31 00:00:00,9363,890648747,95124.29210723059,570392.32,25,37800050,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1849,18/19년 그랜져IG(휘),LUXURY,5290,3894,1289,107,2018-12-31 23:00:00,2025-12-31 14:59:00,3893,488681139,125528.16311328024,229495.57,13,26334200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1846,18/19년 쏠라티(15인/경유),RV,3161,1677,1341,143,2019-01-02 04:30:00,2026-08-19 04:00:00,1674,630825338,376837.11947431305,94218.62,7,95314000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1855,18/19년 올뉴 K3(휘),COMPACT,3346,2285,985,76,2019-01-01 00:00:00,2025-12-31 14:59:00,2285,181502728,79432.26608315099,127134.75,11,6669750,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1964,18년 뉴k3(휘),COMPACT,195,142,46,7,2024-06-21 03:00:00,2025-12-31 00:00:00,142,9771004,68809.88732394367,8212.52,2,44800,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1852,18년 뉴레이(휘),URBAN,12896,8901,3669,326,2019-01-01 00:00:00,2025-12-31 14:59:00,8896,588803501,66187.4439073741,520984.37,42,18701360,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1965,18년 더뉴k5(LPG),MIDSIZE,270,171,82,17,2024-06-21 03:00:00,2025-05-31 00:00:00,171,21429248,125317.23976608187,11258.28,8,207400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1966,18년 모닝(휘),URBAN,422,260,134,28,2024-06-21 03:00:00,2025-12-31 00:00:00,259,18215453,70329.93436293436,15683.32,5,83600,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1961,18년 스토닉(휘),SUV,199,138,49,12,2024-06-22 01:00:00,2025-02-28 03:00:00,138,16458973,119267.92028985507,8608.27,9,47200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1962,18년 쏘나타뉴라이즈(LPG),MIDSIZE,200,142,53,5,2024-06-21 08:30:00,2025-05-31 00:00:00,142,19429847,136829.9084507042,9305.52,10,86400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1963,18년 쏘나타뉴라이즈(휘),MIDSIZE,257,187,58,12,2024-06-20 00:00:00,2025-05-31 00:00:00,187,24494735,130987.88770053476,11839.33,10,123800,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1850,18년 아이오닉(전기),EV,18145,13730,4192,223,2018-12-31 23:00:00,2026-01-16 11:00:00,13730,735334609,53556.78142753096,847049.72,118,28127010,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1853,18년 올뉴 쏘렌토(7인/경유),SUV,2153,1425,681,47,2018-12-31 23:00:00,2025-12-31 14:59:00,1425,223126573,156580.05122807017,86035.58,3,9870600,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1847,18년 올뉴카니발리무진7인(경유),RV,6053,4155,1729,169,2019-01-01 00:00:00,2026-12-31 14:59:00,4150,838299619,201999.90819277108,255500.82,10,29459000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1848,18년 코나(휘),SUV,8739,6484,2059,196,2018-12-31 23:00:00,2025-12-31 14:55:00,6481,745913146,115092.29223885202,395885.63,23,33152560,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1967,18년 티볼리 아머(휘),SUV,182,125,40,17,2024-06-21 03:00:00,2025-05-31 00:00:00,125,13490554,107924.432,7756.45,5,68200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1862,19/20년 머스탱 컨버터블(휘),IMPORTED,2772,1712,922,138,2019-05-23 00:00:00,2026-12-31 14:59:00,1711,358225948,209366.42197545295,85866.0,7,57104400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1856,19년 G80(휘),LUXURY,1409,954,414,41,2019-01-10 01:00:00,2025-12-31 14:59:00,954,170189270,178395.4612159329,52360.58,3,29407570,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1988,19년 뉴SM3 ZE[전기],CITY,10122,6461,3353,308,2019-09-03 00:00:00,2024-12-31 00:00:00,6461,533567967,82582.87679925708,395464.12,36,8044800,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1865,19년 더뉴 아반떼(휘),COMPACT,7790,5463,2128,199,2019-08-05 00:00:00,2025-12-31 14:59:00,5463,466577093,85406.75324913052,311433.92,11,23682431,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1854,19년 더뉴그랜드스타렉스12인(경유),RV,4353,2645,1620,88,2018-12-31 23:30:00,2026-08-20 10:00:00,2644,406663845,153806.2953857791,158113.0,25,22868300,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1859,19년 더뉴카니발리무진7인(경유),RV,5347,3644,1529,174,2019-03-22 00:00:00,2026-12-31 14:59:00,3639,786954956,216255.8274251168,225971.12,9,21978970,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1860,19년 더뉴카니발하이리무진7인(경유),RV,3586,2428,1036,122,2019-04-08 00:00:00,2026-12-31 11:00:00,2423,624592807,257776.64341725135,147580.58,6,15741070,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1867,19년 베뉴(휘),SUV,3192,2274,861,57,2019-10-31 00:00:00,2025-12-31 14:59:00,2274,301818817,132725.95294635004,137258.67,11,8600500,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1861,19년 벤츠 E클래스 카브리올레[경유],IMPORTED,2478,1590,749,139,2019-04-26 00:00:00,2025-12-31 14:59:00,1589,425693999,267900.56576463184,78899.42,3,72913070,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1858,19년 싼타페TM 2륜 (5인/경유),SUV,4477,3232,1148,97,2019-03-21 09:00:00,2025-12-31 14:59:00,3232,544116779,168352.96379950494,196697.0,8,16340500,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1857,19년 쏘울 부스터(휘),COMPACT,3821,2729,985,107,2019-03-06 15:00:00,2027-03-22 11:00:00,2729,253143920,92760.68889703188,162522.52,7,8020870,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1851,19년 엑센트(휘),URBAN,6874,4801,1968,105,2019-01-01 00:30:00,2025-12-31 14:59:00,4801,357697312,74504.75151010207,284073.67,23,18804050,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2225,19년 올뉴K3(휘),COMPACT,837,678,105,54,2025-06-18 00:00:00,2026-12-31 00:00:00,677,47065151,69520.16395864106,45623.97,10,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1996,19년 팰리세이드 8인승 4륜[경유],CITY,1500,1068,382,50,2020-12-31 00:30:00,2024-12-31 00:00:00,1068,222819677,208632.6563670412,66562.08,4,1776700,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1987,19년 팰리세이드 8인승[경유],CITY,4036,2680,1276,80,2019-03-13 00:00:00,2024-12-31 00:00:00,2680,512978902,191410.0380597015,161156.33,12,21009840,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1878,20/21년 BMW Z4 로드스터(휘),IMPORTED,2806,1982,704,120,2020-08-01 00:00:00,2026-08-25 11:00:00,1980,489273762,247107.9606060606,95981.6,5,52190400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2046,2016 올뉴모닝[휘],CITY,7610,5361,2136,113,2018-12-31 23:00:00,2022-12-31 00:00:00,5361,300783118,56105.78586084686,307828.2,22,19240870,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2023,2017 더뉴K3[휘],CITY,5840,4084,1653,103,2018-12-31 23:00:00,2024-01-31 00:00:00,4084,299274839,73279.83325171401,231932.87,17,13978200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1982,2018 더뉴모하비7인(4WD)[경유],CITY,1411,948,422,41,2018-12-31 23:00:00,2024-12-31 14:59:00,948,159076019,167801.70780590718,54201.25,4,7930700,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2060,2018 스토닉[휘],CITY,1000,674,314,12,2019-01-02 04:00:00,2021-12-31 00:00:00,674,62839234,93233.28486646885,40674.17,6,5593500,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1984,2018 싼타페TM (2WD)[경유],CITY,2582,1767,754,61,2018-12-31 23:00:00,2024-12-31 00:00:00,1767,280021672,158472.9326542162,105736.02,11,19503070,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2047,2018년 뉴모닝[휘],CITY,5754,4005,1670,79,2018-12-31 23:00:00,2022-12-31 00:00:00,4005,233666951,58343.80799001249,225297.5,15,13172620,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2084,2019 QM6 5인(4WD/썬루프)[경유],CITY,491,326,161,4,2019-03-28 00:00:00,2020-10-14 11:00:00,326,40448522,124075.2208588957,18907.08,3,2935400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2098,2019 뉴엑센트[휘],CITY,38,20,18,0,2019-07-05 09:00:00,2019-08-18 09:30:00,20,1049940,52497.0,1043.0,10,106000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1986,2019 더뉴K5[LPG],CITY,4458,3038,1341,79,2019-03-07 00:00:00,2024-12-31 00:00:00,3038,285310151,93913.80875576037,177275.03,8,7842040,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2083,"2019 팰리세이드 8인(4WD,썬루프)[경유]",CITY,10,0,10,0,2019-03-21 00:00:00,2019-06-09 00:00:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2097,2019그랜드스타렉스하이리무진6인[경유],CITY,91,49,39,3,2019-05-24 00:00:00,2020-06-30 00:00:00,49,10912002,222693.91836734695,2671.0,1,1726000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2048,2020 BMW 430 i컨버터블(휘),CITY,947,600,325,22,2020-07-01 00:00:00,2023-12-31 00:00:00,600,202224637,337041.06166666665,32365.5,4,38939670,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1991,2020 뉴 코란도(휘발유),CITY,3382,2512,795,75,2020-06-14 00:00:00,2024-12-31 00:00:00,2512,389792686,155172.24761146496,167181.42,10,9282800,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1990,2020 뉴SM3 ZE RE(최고급형),CITY,17496,12118,5007,371,2020-06-03 00:00:00,2024-12-31 00:00:00,12118,1297464763,107069.2162898168,780189.42,42,18623980,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2064,2020 더 뉴K9(AWD),CITY,8,2,4,2,2020-11-02 00:00:00,2021-02-28 00:00:00,2,537510,268755.0,104.5,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1992,2020 베리뉴티볼리(휘발유),CITY,4421,3359,942,120,2020-06-13 00:00:00,2024-12-31 00:00:00,3359,450350461,134072.7779100923,211941.78,16,6987000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1989,2020 스포티지 더볼드(휘),CITY,3050,2253,719,78,2020-02-18 00:00:00,2024-10-24 09:30:00,2253,326713146,145012.49267643143,143254.53,6,8447500,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1993,2020 팰리세이드(휘발유),CITY,2553,1718,754,81,2020-08-15 02:30:00,2024-10-25 08:30:00,1718,359392284,209192.24912689172,105817.88,5,5767600,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1998,2021 4세대 쏘렌토 하이브리드(휘),CITY,1418,962,409,47,2021-04-20 00:00:00,2024-10-30 01:00:00,962,191001338,198546.0893970894,59385.67,3,1651400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2069,2021 4세대 카니발 6인승(경유),CITY,64,36,25,3,2021-07-13 23:00:00,2021-11-30 00:00:00,36,13913023,386472.8611111111,3117.0,5,10100,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1995,2021 4세대투싼 하이브리드(휘),CITY,1994,1478,449,67,2020-12-23 01:00:00,2024-10-27 10:30:00,1478,266431193,180264.67726657644,92363.92,5,2391840,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2026,2021 BMW 520i M스포츠(휘발유),CITY,440,298,126,16,2020-10-30 00:00:00,2023-12-31 00:00:00,298,86640800,290740.93959731545,16537.17,4,19987000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1994,2021 BMW 미니쿠퍼 컨버터블(휘),CITY,1024,657,324,43,2020-11-27 00:00:00,2024-10-17 11:00:00,657,114890193,174870.91780821918,35937.92,2,18662200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2034,2021 베뉴(휘),CITY,1031,780,240,11,2021-04-23 00:00:00,2023-12-31 00:00:00,780,133932552,171708.4,49771.58,5,1353200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1997,2021 소나타DN8(LPG),CITY,2648,1812,773,63,2021-03-22 00:00:00,2024-11-17 05:00:00,1812,236223134,130365.96799116998,105074.25,5,3199200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2027,2021 아우디A6(휘발유),CITY,440,296,123,21,2020-11-03 00:00:00,2023-12-31 14:59:00,296,90975266,307348.8716216216,17578.25,4,14553400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2067,2021 제네시스 G80 4륜(휘),CITY,14,5,7,2,2021-04-22 00:00:00,2021-12-05 03:00:00,5,1612000,322400.0,221.5,2,120000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2065,"2021 제네시스 GV80 AWD (7인승, 휘발유)",CITY,189,119,67,3,2020-11-16 00:00:00,2021-09-24 06:00:00,119,41412745,348006.2605042017,7023.67,2,11820000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2028,2021 지프 랭글러 루비콘 파워탑(휘),CITY,968,673,257,38,2020-12-23 00:00:00,2023-12-31 00:00:00,673,223156253,331584.32838038635,34448.58,4,32705200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2033,2021 포르쉐 카이엔(휘),CITY,88,47,36,5,2021-04-16 05:00:00,2023-12-31 00:00:00,47,54907089,1168235.9361702127,2756.5,1,7680000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2031,2021 포르쉐 타이칸(전기),CITY,157,92,52,13,2021-04-16 00:00:00,2023-12-31 14:59:00,92,98508980,1070749.7826086956,3908.5,2,12630000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2030,2021 포르쉐 파나메라(휘),CITY,111,68,41,2,2021-04-09 00:00:00,2023-12-31 00:00:00,68,65928480,969536.4705882353,3177.0,2,9255000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1999,2022 뉴레이(풀옵션)(휘),CITY,3739,2587,1037,115,2022-01-07 07:00:00,2024-10-26 00:30:00,2587,214252457,82818.88558175493,161232.07,10,2114200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2036,2022 프리우스 하이브리드(휘),CITY,66,46,15,5,2022-07-27 00:00:00,2023-12-31 00:00:00,46,10474969,227716.71739130435,3319.5,5,10100,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2001,2022년  QM6(휘),CITY,1941,1469,409,63,2022-06-01 01:30:00,2024-10-17 10:00:00,1469,202082774,137564.85636487405,96782.63,10,1188400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2003,2023 스포티지 LPG(LPG),CITY,853,641,184,28,2022-11-13 02:00:00,2024-11-17 07:00:00,641,76536472,119401.67238689547,40108.87,5,547700,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2004,2023 스포티지 하이브리드(휘),CITY,1437,1013,359,65,2022-11-16 01:30:00,2024-11-23 11:00:00,1013,126621076,124996.1263573544,63226.78,6,1338300,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2005,2023 싼타페 하이브리드(휘),CITY,1271,898,326,47,2022-10-30 05:10:00,2024-11-06 07:30:00,898,121789865,135623.45768374164,55335.55,5,940900,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2009,20년  티볼리(휘)-반려동물가능,CITY,64,50,11,3,2023-11-01 07:30:00,2024-12-30 00:00:00,50,3020809,60416.18,4115.5,3,108400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1873,20년 K5(LPG),MIDSIZE,13880,10225,3282,373,2020-03-02 00:00:00,2026-11-25 00:00:00,10215,1192481037,116738.23171806168,660532.68,41,23174010,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2021,20년 K5(LPG) 청주지점,MIDSIZE,68,61,3,4,2024-12-01 10:00:00,2030-04-10 00:00:00,1,10000,10000.0,37684.5,5,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1869,20년 K5(휘),MIDSIZE,7208,5419,1563,226,2019-12-29 00:00:00,2026-12-31 11:00:00,5411,630463767,116515.20365921271,332741.97,19,15239070,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1870,20년 QM6(LPG),SUV,2378,1681,646,51,2020-01-02 00:00:00,2030-05-28 00:00:00,1681,256692248,152702.11064842355,106977.92,5,4380300,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1845,20년 SM6(휘),MIDSIZE,3045,2107,842,96,2019-01-01 03:30:00,2026-08-22 22:00:00,2106,193393880,91829.95251661919,120046.32,7,8365300,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2010,20년 뉴코란도(휘)-반려동물가능,CITY,54,39,9,6,2023-11-01 12:30:00,2024-04-30 00:00:00,39,2545981,65281.5641025641,2625.0,3,124000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1871,20년 더 뉴 그랜저(LPG),LUXURY,4105,2938,1067,100,2020-01-23 07:30:00,2027-05-28 00:00:00,2937,443744133,151087.5495403473,172653.95,6,8229670,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1868,20년 더 뉴 그랜저(휘),LUXURY,3673,2550,1003,120,2019-12-29 00:00:00,2027-12-31 14:59:00,2545,375953506,147722.39921414538,144495.07,8,10109970,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1872,20년 베리뉴티볼리(경유),SUV,3196,2235,803,158,2020-01-23 00:00:00,2026-12-31 14:59:00,2231,253440806,113599.64410578216,137483.3,4,3927170,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1875,20년 벤츠 C클래스 카브리올레(휘),IMPORTED,2761,1955,689,117,2020-05-22 00:00:00,2026-08-25 09:00:00,1950,448257302,229875.53948717949,102260.55,5,49564200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1866,20년 셀토스(휘),SUV,6269,4552,1522,195,2019-08-30 05:30:00,2027-05-28 00:00:00,4547,594774840,130805.99076314054,287505.63,11,9756170,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1864,20년 쏘나타DN8(LPG),MIDSIZE,6845,4924,1686,235,2019-06-28 00:00:00,2026-12-31 11:00:00,4916,490125482,99700.05736371034,294360.13,17,11937500,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1863,20년 쏘나타DN8(휘),MIDSIZE,5791,4245,1335,211,2019-06-28 00:00:00,2026-12-31 11:00:00,4239,481092700,113492.02642132579,255823.1,9,11156870,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
1876,20년 올뉴k3(휘),COMPACT,9064,6492,2270,302,2020-05-28 00:00:00,2027-12-31 14:59:00,6489,568517258,87612.46077978116,399183.08,11,16431070,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
